trade_date,symbol,close,adj_close,source
2024-01-02,FLAT,100.0000,100.0000,fixture
2024-01-03,FLAT,100.0000,100.0000,fixture
2024-01-04,FLAT,100.0000,100.0000,fixture
2024-01-05,FLAT,100.0000,100.0000,fixture
2024-01-08,FLAT,100.0000,100.0000,fixture
2024-01-09,FLAT,100.0000,100.0000,fixture
2024-01-10,FLAT,100.0000,100.0000,fixture
2024-01-11,FLAT,100.0000,100.0000,fixture
2024-01-12,FLAT,100.0000,100.0000,fixture
2024-01-15,FLAT,100.0000,100.0000,fixture
2024-01-16,FLAT,100.0000,100.0000,fixture
2024-01-17,FLAT,100.0000,100.0000,fixture
2024-01-18,FLAT,100.0000,100.0000,fixture
2024-01-19,FLAT,100.0000,100.0000,fixture
2024-01-22,FLAT,100.0000,100.0000,fixture
2024-01-23,FLAT,100.0000,100.0000,fixture
2024-01-24,FLAT,100.0000,100.0000,fixture
2024-01-25,FLAT,100.0000,100.0000,fixture
2024-01-26,FLAT,100.0000,100.0000,fixture
2024-01-29,FLAT,100.0000,100.0000,fixture
2024-01-30,FLAT,100.0000,100.0000,fixture
2024-01-31,FLAT,100.0000,100.0000,fixture
2024-02-01,FLAT,100.0000,100.0000,fixture
2024-02-02,FLAT,100.0000,100.0000,fixture
2024-02-05,FLAT,100.0000,100.0000,fixture
2024-02-06,FLAT,100.0000,100.0000,fixture
2024-02-07,FLAT,100.0000,100.0000,fixture
2024-02-08,FLAT,100.0000,100.0000,fixture
2024-02-09,FLAT,100.0000,100.0000,fixture
2024-02-12,FLAT,100.0000,100.0000,fixture
2024-02-13,FLAT,100.0000,100.0000,fixture
2024-02-14,FLAT,100.0000,100.0000,fixture
2024-02-15,FLAT,100.0000,100.0000,fixture
2024-02-16,FLAT,100.0000,100.0000,fixture
2024-02-19,FLAT,100.0000,100.0000,fixture
2024-02-20,FLAT,100.0000,100.0000,fixture
2024-02-21,FLAT,100.0000,100.0000,fixture
2024-02-22,FLAT,100.0000,100.0000,fixture
2024-02-23,FLAT,100.0000,100.0000,fixture
2024-02-26,FLAT,100.0000,100.0000,fixture
2024-02-27,FLAT,100.0000,100.0000,fixture
2024-02-28,FLAT,100.0000,100.0000,fixture
2024-02-29,FLAT,100.0000,100.0000,fixture
2024-03-01,FLAT,100.0000,100.0000,fixture
2024-03-04,FLAT,100.0000,100.0000,fixture
2024-03-05,FLAT,100.0000,100.0000,fixture
2024-03-06,FLAT,100.0000,100.0000,fixture
2024-03-07,FLAT,100.0000,100.0000,fixture
2024-03-08,FLAT,100.0000,100.0000,fixture
2024-03-11,FLAT,100.0000,100.0000,fixture
2024-03-12,FLAT,100.0000,100.0000,fixture
2024-03-13,FLAT,100.0000,100.0000,fixture
2024-03-14,FLAT,100.0000,100.0000,fixture
2024-03-15,FLAT,100.0000,100.0000,fixture
2024-03-18,FLAT,100.0000,100.0000,fixture
2024-03-19,FLAT,100.0000,100.0000,fixture
2024-03-20,FLAT,100.0000,100.0000,fixture
2024-03-21,FLAT,100.0000,100.0000,fixture
2024-03-22,FLAT,100.0000,100.0000,fixture
2024-03-25,FLAT,100.0000,100.0000,fixture
2024-03-26,FLAT,100.0000,100.0000,fixture
2024-03-27,FLAT,100.0000,100.0000,fixture
2024-03-28,FLAT,100.0000,100.0000,fixture
2024-03-29,FLAT,100.0000,100.0000,fixture
2024-04-01,FLAT,100.0000,100.0000,fixture
2024-04-02,FLAT,100.0000,100.0000,fixture
2024-04-03,FLAT,100.0000,100.0000,fixture
2024-04-04,FLAT,100.0000,100.0000,fixture
2024-04-05,FLAT,100.0000,100.0000,fixture
2024-04-08,FLAT,100.0000,100.0000,fixture
2024-04-09,FLAT,100.0000,100.0000,fixture
2024-04-10,FLAT,100.0000,100.0000,fixture
2024-04-11,FLAT,100.0000,100.0000,fixture
2024-04-12,FLAT,100.0000,100.0000,fixture
2024-04-15,FLAT,100.0000,100.0000,fixture
2024-04-16,FLAT,100.0000,100.0000,fixture
2024-04-17,FLAT,100.0000,100.0000,fixture
2024-04-18,FLAT,100.0000,100.0000,fixture
2024-04-19,FLAT,100.0000,100.0000,fixture
2024-04-22,FLAT,100.0000,100.0000,fixture
2024-04-23,FLAT,100.0000,100.0000,fixture
2024-04-24,FLAT,100.0000,100.0000,fixture
2024-04-25,FLAT,100.0000,100.0000,fixture
2024-04-26,FLAT,100.0000,100.0000,fixture
2024-04-29,FLAT,100.0000,100.0000,fixture
2024-04-30,FLAT,100.0000,100.0000,fixture
2024-05-01,FLAT,100.0000,100.0000,fixture
2024-05-02,FLAT,100.0000,100.0000,fixture
2024-05-03,FLAT,100.0000,100.0000,fixture
2024-05-06,FLAT,100.0000,100.0000,fixture
2024-05-07,FLAT,100.0000,100.0000,fixture
2024-05-08,FLAT,100.0000,100.0000,fixture
2024-05-09,FLAT,100.0000,100.0000,fixture
2024-05-10,FLAT,100.0000,100.0000,fixture
2024-05-13,FLAT,100.0000,100.0000,fixture
2024-05-14,FLAT,100.0000,100.0000,fixture
2024-05-15,FLAT,100.0000,100.0000,fixture
2024-05-16,FLAT,100.0000,100.0000,fixture
2024-05-17,FLAT,100.0000,100.0000,fixture
2024-05-20,FLAT,100.0000,100.0000,fixture
2024-05-21,FLAT,100.0000,100.0000,fixture
2024-05-22,FLAT,100.0000,100.0000,fixture
2024-05-23,FLAT,100.0000,100.0000,fixture
2024-05-24,FLAT,100.0000,100.0000,fixture
2024-05-27,FLAT,100.0000,100.0000,fixture
2024-05-28,FLAT,100.0000,100.0000,fixture
2024-05-29,FLAT,100.0000,100.0000,fixture
2024-05-30,FLAT,100.0000,100.0000,fixture
